stratifier,task,measure,n_levels,spread,lo_level,lo_val,lo_n,hi_level,hi_val,hi_n,task_mean
Last author,Causal,mean_validity,2,0.0271052525644659,Saudi,0.473774275383077,133,Non-Saudi,0.500879527947543,96,0.485137176021455
Last author,Causal,mean_transparency,2,0.000845554084179745,Non-Saudi,0.844507040588697,96,Saudi,0.845352594672877,133,0.844998126585186
Last author,Causal,mean_dom_flag,2,0.0191885964912282,Saudi,3.15789473684211,133,Non-Saudi,3.17708333333333,96,3.16593886462882
Last author,Causal,mean_dom_gap,2,0.0137844611528821,Non-Saudi,1.16666666666667,96,Saudi,1.18045112781955,133,1.17467248908297
Last author,Causal,pct_ge3,2,3.07800751879699,Non-Saudi,78.125,96,Saudi,81.203007518797,133,79.9126637554585
Last author,Causal,pct_val,2,0.10363553455209,Saudi,54.2635658914729,133,Non-Saudi,54.367201426025,96,54.3070113557392
Last author,Causal,pct_worst,2,0.216252815432028,Non-Saudi,74.331550802139,96,Saudi,74.5478036175711,133,74.4571474154686
Last author,Causal,mean_ack,2,0.0517100041771094,Saudi,0.288220551378446,133,Non-Saudi,0.339930555555556,96,0.309898107714702
Sector composition,Descriptive,mean_err_w,2,0.565686274509804,Health-system,2.81666666666667,30,Academic-only,3.38235294117647,51,3.17283950617284
Sector composition,Descriptive,mean_val_err,2,0.647058823529412,Health-system,3,30,Academic-only,3.64705882352941,51,3.40740740740741
Sector composition,Descriptive,mean_rep_gap,2,0.235294117647059,Health-system,1,30,Academic-only,1.23529411764706,51,1.14814814814815
Sector composition,Descriptive,mean_validity,2,0.064547152194211,Academic-only,0.407648615001556,51,Health-system,0.472195767195767,30,0.431554967666079
Sector composition,Descriptive,mean_transparency,2,0.0191495487083723,Academic-only,0.825863678804855,51,Health-system,0.845013227513227,30,0.8329561042524
Sector composition,Descriptive,mean_dom_flag,2,0.450980392156862,Health-system,2.33333333333333,30,Academic-only,2.7843137254902,51,2.61728395061728
