base,display,tool_order,round,value,reviewer
ltfu_acc,Accounting for loss to follow up bias,21,2nd,0.666666666666667,R8
ltfu_acc,Accounting for loss to follow up bias,21,2nd,1,R9
ltfu_acc,Accounting for loss to follow up bias,21,2nd,0.666666666666667,R10
ltfu_acc,Accounting for loss to follow up bias,21,2nd,1,R11
ltfu_acc,Accounting for loss to follow up bias,21,2nd,1,R12
ltfu_acc,Accounting for loss to follow up bias,21,2nd,1,R13
exposure_type,Exposure type,22,1st,1,R1
exposure_type,Exposure type,22,1st,0.75,R2
exposure_type,Exposure type,22,1st,1,R3
exposure_type,Exposure type,22,1st,1,R4
exposure_type,Exposure type,22,1st,1,R5
exposure_type,Exposure type,22,1st,1,R6
exposure_type,Exposure type,22,1st,0.6,R7
exposure_type,Exposure type,22,1st,1,R8
exposure_type,Exposure type,22,1st,1,R9
exposure_type,Exposure type,22,1st,1,R10
exposure_type,Exposure type,22,1st,1,R11
exposure_type,Exposure type,22,1st,1,R12
exposure_type,Exposure type,22,1st,1,R13
exposure_type,Exposure type,22,2nd,1,R1
exposure_type,Exposure type,22,2nd,0.666666666666667,R2
exposure_type,Exposure type,22,2nd,1,R3
exposure_type,Exposure type,22,2nd,0.666666666666667,R4
exposure_type,Exposure type,22,2nd,1,R5
exposure_type,Exposure type,22,2nd,0.333333333333333,R6
exposure_type,Exposure type,22,2nd,0.666666666666667,R7
exposure_type,Exposure type,22,2nd,1,R8
exposure_type,Exposure type,22,2nd,1,R9
exposure_type,Exposure type,22,2nd,0.666666666666667,R10
exposure_type,Exposure type,22,2nd,1,R11
exposure_type,Exposure type,22,2nd,1,R12
exposure_type,Exposure type,22,2nd,1,R13
val_exposure,Exposure validity,23,1st,0,R1
val_exposure,Exposure validity,23,1st,0,R2
val_exposure,Exposure validity,23,1st,0,R3
val_exposure,Exposure validity,23,1st,0,R4
val_exposure,Exposure validity,23,1st,0,R5
val_exposure,Exposure validity,23,1st,0.2,R6
val_exposure,Exposure validity,23,1st,0.2,R7
val_exposure,Exposure validity,23,1st,0,R8
val_exposure,Exposure validity,23,1st,0.2,R9
val_exposure,Exposure validity,23,1st,0,R10
val_exposure,Exposure validity,23,1st,0.2,R11
val_exposure,Exposure validity,23,1st,0,R12
val_exposure,Exposure validity,23,1st,0,R13
val_exposure,Exposure validity,23,2nd,0.333333333333333,R1
val_exposure,Exposure validity,23,2nd,0.333333333333333,R2
val_exposure,Exposure validity,23,2nd,1,R3
val_exposure,Exposure validity,23,2nd,0.333333333333333,R4
val_exposure,Exposure validity,23,2nd,0.333333333333333,R5
val_exposure,Exposure validity,23,2nd,0.333333333333333,R6
val_exposure,Exposure validity,23,2nd,0.666666666666667,R7
val_exposure,Exposure validity,23,2nd,0.333333333333333,R8
val_exposure,Exposure validity,23,2nd,0.333333333333333,R9
val_exposure,Exposure validity,23,2nd,1,R10
val_exposure,Exposure validity,23,2nd,0.666666666666667,R11
val_exposure,Exposure validity,23,2nd,0.666666666666667,R12
val_exposure,Exposure validity,23,2nd,0.333333333333333,R13
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.4,R1
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,1,R2
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,1,R3
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.8,R4
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,1,R5
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,1,R6
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.6,R7
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.5,R8
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.8,R9
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.2,R10
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.6,R11
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,1,R12
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,1st,0.8,R13
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.666666666666667,R1
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.666666666666667,R2
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.666666666666667,R3
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.333333333333333,R4
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.666666666666667,R5
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,1,R6
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,1,R7
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0,R8
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,1,R9
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.666666666666667,R10
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0,R11
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,1,R12
diff_or_nondiff_exp,Exposure measurement differential with respect to outcome,24,2nd,0.333333333333333,R13
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R1
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R2
exp_bias_acc,Accounting for exposure measurement bias,25,1st,0.6,R3
exp_bias_acc,Accounting for exposure measurement bias,25,1st,0.8,R4
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R5
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R6
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R7
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R8
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R9
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R10
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R11
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R12
exp_bias_acc,Accounting for exposure measurement bias,25,1st,1,R13
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R1
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,0.666666666666667,R2
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R3
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R4
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R5
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R6
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R7
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R8
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R9
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R10
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R11
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R12
exp_bias_acc,Accounting for exposure measurement bias,25,2nd,1,R13
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0,R1
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.75,R2
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.8,R3
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.6,R4
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.6,R5
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.8,R6
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0,R7
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.75,R8
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.8,R9
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0,R10
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.2,R11
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.6,R12
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,1st,0.8,R13
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.333333333333333,R1
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.333333333333333,R2
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R3
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R4
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R5
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R6
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R7
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.333333333333333,R8
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R9
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R10
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.333333333333333,R11
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,0.666666666666667,R12
diff_or_nondiff_out,Outcome measurement differential with respect to exposure,26,2nd,1,R13
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.4,R1
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.75,R2
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.8,R3
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.8,R4
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.6,R5
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.8,R6
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.2,R7
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,1,R8
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.6,R9
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.6,R10
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.8,R11
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,0.4,R12
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,1st,1,R13
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,1,R1
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.666666666666667,R2
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.666666666666667,R3
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.666666666666667,R4
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.666666666666667,R5
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.333333333333333,R6
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.666666666666667,R7
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,0.666666666666667,R8
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,1,R9
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,1,R10
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,1,R11
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,1,R12
dep_or_indep_misc,Presence of dependent or independent exposure and outcome measurement biases,27,2nd,1,R13
conf_var_det,Determining confounding variables,29,1st,0.6,R1
conf_var_det,Determining confounding variables,29,1st,0.75,R2
conf_var_det,Determining confounding variables,29,1st,0.4,R3
conf_var_det,Determining confounding variables,29,1st,0.8,R4
conf_var_det,Determining confounding variables,29,1st,0.8,R5
conf_var_det,Determining confounding variables,29,1st,0.2,R6
conf_var_det,Determining confounding variables,29,1st,1,R7
conf_var_det,Determining confounding variables,29,1st,1,R8
conf_var_det,Determining confounding variables,29,1st,1,R9
conf_var_det,Determining confounding variables,29,1st,0.4,R10
conf_var_det,Determining confounding variables,29,1st,0.8,R11
conf_var_det,Determining confounding variables,29,1st,0.8,R12
conf_var_det,Determining confounding variables,29,1st,0,R13
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R1
conf_var_det,Determining confounding variables,29,2nd,0.333333333333333,R2
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R3
conf_var_det,Determining confounding variables,29,2nd,1,R4
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R5
conf_var_det,Determining confounding variables,29,2nd,1,R6
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R7
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R8
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R9
conf_var_det,Determining confounding variables,29,2nd,1,R10
conf_var_det,Determining confounding variables,29,2nd,1,R11
conf_var_det,Determining confounding variables,29,2nd,1,R12
conf_var_det,Determining confounding variables,29,2nd,0.666666666666667,R13
base_conf_meth,Method of handling baseline confounding,30,1st,0.8,R1
base_conf_meth,Method of handling baseline confounding,30,1st,0.5,R2
base_conf_meth,Method of handling baseline confounding,30,1st,0.8,R3
base_conf_meth,Method of handling baseline confounding,30,1st,0.8,R4
base_conf_meth,Method of handling baseline confounding,30,1st,0.6,R5
base_conf_meth,Method of handling baseline confounding,30,1st,0.6,R6
base_conf_meth,Method of handling baseline confounding,30,1st,0.4,R7
base_conf_meth,Method of handling baseline confounding,30,1st,1,R8
base_conf_meth,Method of handling baseline confounding,30,1st,1,R9
base_conf_meth,Method of handling baseline confounding,30,1st,0.4,R10
base_conf_meth,Method of handling baseline confounding,30,1st,0.8,R11
base_conf_meth,Method of handling baseline confounding,30,1st,0.2,R12
base_conf_meth,Method of handling baseline confounding,30,1st,0,R13
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R1
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R2
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R3
base_conf_meth,Method of handling baseline confounding,30,2nd,1,R4
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R5
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R6
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R7
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R8
base_conf_meth,Method of handling baseline confounding,30,2nd,1,R9
base_conf_meth,Method of handling baseline confounding,30,2nd,1,R10
base_conf_meth,Method of handling baseline confounding,30,2nd,1,R11
base_conf_meth,Method of handling baseline confounding,30,2nd,1,R12
base_conf_meth,Method of handling baseline confounding,30,2nd,0.666666666666667,R13
base_conf,Presence of baseline confounding,31,1st,0.4,R1
base_conf,Presence of baseline confounding,31,1st,0.75,R2
base_conf,Presence of baseline confounding,31,1st,0,R3
base_conf,Presence of baseline confounding,31,1st,0,R4
base_conf,Presence of baseline confounding,31,1st,0.4,R5
base_conf,Presence of baseline confounding,31,1st,0,R6
base_conf,Presence of baseline confounding,31,1st,0.8,R7
base_conf,Presence of baseline confounding,31,1st,0,R8
base_conf,Presence of baseline confounding,31,1st,1,R9
base_conf,Presence of baseline confounding,31,1st,0,R10
base_conf,Presence of baseline confounding,31,1st,0.2,R11
base_conf,Presence of baseline confounding,31,1st,0.4,R12
base_conf,Presence of baseline confounding,31,1st,0,R13
base_conf,Presence of baseline confounding,31,2nd,0.666666666666667,R1
base_conf,Presence of baseline confounding,31,2nd,0.666666666666667,R2
base_conf,Presence of baseline confounding,31,2nd,0.666666666666667,R3
base_conf,Presence of baseline confounding,31,2nd,0.333333333333333,R4
base_conf,Presence of baseline confounding,31,2nd,1,R5
base_conf,Presence of baseline confounding,31,2nd,0.333333333333333,R6
base_conf,Presence of baseline confounding,31,2nd,1,R7
base_conf,Presence of baseline confounding,31,2nd,0.666666666666667,R8
base_conf,Presence of baseline confounding,31,2nd,0.666666666666667,R9
base_conf,Presence of baseline confounding,31,2nd,0,R10
base_conf,Presence of baseline confounding,31,2nd,0,R11
base_conf,Presence of baseline confounding,31,2nd,1,R12
base_conf,Presence of baseline confounding,31,2nd,1,R13
tv_conf_meth,Method of handling time varying confounding,32,1st,0.4,R1
tv_conf_meth,Method of handling time varying confounding,32,1st,0.25,R2
tv_conf_meth,Method of handling time varying confounding,32,1st,0.8,R3
tv_conf_meth,Method of handling time varying confounding,32,1st,1,R4
tv_conf_meth,Method of handling time varying confounding,32,1st,0.8,R5
tv_conf_meth,Method of handling time varying confounding,32,1st,0.8,R6
tv_conf_meth,Method of handling time varying confounding,32,1st,1,R7
tv_conf_meth,Method of handling time varying confounding,32,1st,0.25,R8
tv_conf_meth,Method of handling time varying confounding,32,1st,1,R9
tv_conf_meth,Method of handling time varying confounding,32,1st,0.8,R10
tv_conf_meth,Method of handling time varying confounding,32,1st,0.6,R11
tv_conf_meth,Method of handling time varying confounding,32,1st,1,R12
tv_conf_meth,Method of handling time varying confounding,32,1st,0.8,R13
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.666666666666667,R1
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.666666666666667,R2
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.666666666666667,R3
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.666666666666667,R4
tv_conf_meth,Method of handling time varying confounding,32,2nd,1,R5
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.666666666666667,R6
tv_conf_meth,Method of handling time varying confounding,32,2nd,1,R7
tv_conf_meth,Method of handling time varying confounding,32,2nd,0,R8
tv_conf_meth,Method of handling time varying confounding,32,2nd,1,R9
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.333333333333333,R10
tv_conf_meth,Method of handling time varying confounding,32,2nd,1,R11
tv_conf_meth,Method of handling time varying confounding,32,2nd,1,R12
tv_conf_meth,Method of handling time varying confounding,32,2nd,0.666666666666667,R13
tv_conf,Presence of time varying confounding,33,1st,0.6,R1
tv_conf,Presence of time varying confounding,33,1st,0.5,R2
tv_conf,Presence of time varying confounding,33,1st,0.6,R3
tv_conf,Presence of time varying confounding,33,1st,1,R4
tv_conf,Presence of time varying confounding,33,1st,0.8,R5
tv_conf,Presence of time varying confounding,33,1st,0.8,R6
tv_conf,Presence of time varying confounding,33,1st,1,R7
tv_conf,Presence of time varying confounding,33,1st,0.25,R8
tv_conf,Presence of time varying confounding,33,1st,1,R9
tv_conf,Presence of time varying confounding,33,1st,0.8,R10
tv_conf,Presence of time varying confounding,33,1st,0.8,R11
tv_conf,Presence of time varying confounding,33,1st,1,R12
tv_conf,Presence of time varying confounding,33,1st,1,R13
tv_conf,Presence of time varying confounding,33,2nd,1,R1
tv_conf,Presence of time varying confounding,33,2nd,0.333333333333333,R2
tv_conf,Presence of time varying confounding,33,2nd,0.666666666666667,R3
tv_conf,Presence of time varying confounding,33,2nd,1,R4
tv_conf,Presence of time varying confounding,33,2nd,1,R5
tv_conf,Presence of time varying confounding,33,2nd,0.666666666666667,R6
tv_conf,Presence of time varying confounding,33,2nd,1,R7
tv_conf,Presence of time varying confounding,33,2nd,0.666666666666667,R8
tv_conf,Presence of time varying confounding,33,2nd,1,R9
tv_conf,Presence of time varying confounding,33,2nd,1,R10
tv_conf,Presence of time varying confounding,33,2nd,1,R11
tv_conf,Presence of time varying confounding,33,2nd,1,R12
tv_conf,Presence of time varying confounding,33,2nd,1,R13
miss_exposure,Presence of missing exposure,34,1st,0.4,R1
miss_exposure,Presence of missing exposure,34,1st,0.5,R2
miss_exposure,Presence of missing exposure,34,1st,0.4,R3
miss_exposure,Presence of missing exposure,34,1st,0.4,R4
miss_exposure,Presence of missing exposure,34,1st,0.4,R5
miss_exposure,Presence of missing exposure,34,1st,0.4,R6
miss_exposure,Presence of missing exposure,34,1st,0.4,R7
miss_exposure,Presence of missing exposure,34,1st,0.5,R8
miss_exposure,Presence of missing exposure,34,1st,0.4,R9
miss_exposure,Presence of missing exposure,34,1st,0.6,R10
miss_exposure,Presence of missing exposure,34,1st,0.4,R11
miss_exposure,Presence of missing exposure,34,1st,0.4,R12
miss_exposure,Presence of missing exposure,34,1st,0,R13
miss_exposure,Presence of missing exposure,34,2nd,0,R1
miss_exposure,Presence of missing exposure,34,2nd,0.333333333333333,R2
miss_exposure,Presence of missing exposure,34,2nd,0.333333333333333,R3
miss_exposure,Presence of missing exposure,34,2nd,0,R4
miss_exposure,Presence of missing exposure,34,2nd,0,R5
miss_exposure,Presence of missing exposure,34,2nd,0.666666666666667,R6
miss_exposure,Presence of missing exposure,34,2nd,0.666666666666667,R7
miss_exposure,Presence of missing exposure,34,2nd,0,R8
miss_exposure,Presence of missing exposure,34,2nd,0.666666666666667,R9
miss_exposure,Presence of missing exposure,34,2nd,0.333333333333333,R10
miss_exposure,Presence of missing exposure,34,2nd,0,R11
miss_exposure,Presence of missing exposure,34,2nd,0.666666666666667,R12
miss_exposure,Presence of missing exposure,34,2nd,0.333333333333333,R13
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R1
hand_miss_exposure,Method for handling missing exposure,35,1st,0.25,R2
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R3
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R4
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R5
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R6
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R7
hand_miss_exposure,Method for handling missing exposure,35,1st,0.25,R8
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R9
hand_miss_exposure,Method for handling missing exposure,35,1st,0.6,R10
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R11
hand_miss_exposure,Method for handling missing exposure,35,1st,0.4,R12
hand_miss_exposure,Method for handling missing exposure,35,1st,0.2,R13
hand_miss_exposure,Method for handling missing exposure,35,2nd,0,R1
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.333333333333333,R2
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.333333333333333,R3
hand_miss_exposure,Method for handling missing exposure,35,2nd,0,R4
hand_miss_exposure,Method for handling missing exposure,35,2nd,0,R5
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.666666666666667,R6
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.666666666666667,R7
hand_miss_exposure,Method for handling missing exposure,35,2nd,0,R8
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.666666666666667,R9
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.333333333333333,R10
hand_miss_exposure,Method for handling missing exposure,35,2nd,0,R11
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.666666666666667,R12
hand_miss_exposure,Method for handling missing exposure,35,2nd,0.333333333333333,R13
